work_order_id,asset_id,location_id,problem_code,problem_description,created_date,closed_date,technician_id,priority,cost,resolution_code,asset_category,asset_age_category,resolution_hours,season_flag
WO-01645,ASSET-096,LOC-35,STRC-004,Ceiling tile leak stain,2024-03-22 21:00:00,2024-03-23 00:37:48,FR-879,High,677.91,INSPECTED,Fire,new,3.63,spring
WO-01531,ASSET-465,LOC-36,SEC-008,Camera offline,2024-03-22 22:00:00,2024-03-23 02:37:12,BM-773,High,497.89,RESET,BMS,mid,4.62,spring
WO-04443,ASSET-376,LOC-03,HVAC-004,Compressor short cycling,2024-03-22 23:00:00,2024-03-23 03:12:00,PL-211,Medium,550.57,,Plumbing,mid,4.2,spring
WO-01203,ASSET-224,LOC-06,ELEC-011,Lighting panel fault,2024-03-23 05:00:00,2024-03-23 09:05:24,LF-841,Medium,321.75,REPLACED,Lift,old,4.09,spring
WO-01202,ASSET-224,LOC-06,ELEC-011,Lighting panel fault,2024-03-23 05:00:00,2024-03-23 09:05:24,LF-841,Medium,321.75,REPLACED,Lift,old,4.09,spring
WO-04607,ASSET-139,LOC-12,STRC-004,Ceiling tile leak stain,2024-03-23 08:00:00,2024-03-23 11:58:12,LF-283,Low,572.45,INSPECTED,Lift,new,3.97,spring
WO-04377,ASSET-456,LOC-50,HVAC-001,Cooling failure,2024-03-23 16:00:00,2024-03-23 20:10:48,BM-237,Low,432.95,REPLACED,BMS,new,4.18,spring
WO-01106,ASSET-139,LOC-47,BMS-009,Setpoint drift,2024-03-23 17:00:00,2024-03-23 20:25:12,EL-142,Low,122.99,RESET,Electrical,mid,3.42,spring
WO-01231,ASSET-485,LOC-02,WATR-002,Pump cavitation,2024-03-23 19:00:00,2024-03-23 22:17:24,SC-432,Medium,511.39,REPLACED,Security,old,3.29,spring
WO-00130,ASSET-014,LOC-14,FIRE-006,Suppression valve issue,2024-03-24 00:00:00,2024-03-24 02:25:12,BM-793,Medium,918.13,CLEANED,BMS,new,2.42,spring
WO-02186,ASSET-415,LOC-43,HVAC-001,Cooling failure,2024-03-24 05:00:00,2024-03-24 08:14:24,BM-773,Medium,380.02,PATCHED,BMS,new,3.24,spring
WO-03082,ASSET-091,LOC-08,HVAC-010,Airflow imbalance,2024-03-24 13:00:00,2024-03-24 16:23:24,EL-931,High,307.8,RESET,Electrical,new,3.39,spring
WO-03248,ASSET-419,LOC-04,LIFT-005,Cabin leveling fault,2024-03-24 13:00:00,2024-03-24 16:38:24,GN-552,High,452.91,REPLACED,General,new,3.64,spring
WO-02847,ASSET-421,LOC-19,IT-002,Network cabinet overheat,2024-03-24 16:00:00,2024-03-24 20:06:00,SC-224,Critical,699.96,INSPECTED,Security,new,4.1,spring
WO-04544,ASSET-306,LOC-25,BMS-009,Setpoint drift,2024-03-24 21:00:00,2024-03-25 00:19:48,PL-962,Low,236.65,,Plumbing,new,3.33,spring
WO-02587,ASSET-409,LOC-34,HVAC-001,Cooling failure,2024-03-25 02:00:00,2024-03-25 05:13:12,LF-366,Critical,201.26,RESET,Lift,mid,3.22,spring
WO-02476,ASSET-267,LOC-05,PLMB-007,Pipe leak,2024-03-25 04:00:00,2024-03-25 07:39:36,SC-457,High,245.87,INSPECTED,Security,old,3.66,spring
WO-02619,ASSET-212,LOC-20,CUST-001,Tenant comfort complaint,2024-03-25 17:00:00,2024-03-25 20:17:24,SC-987,Critical,232.52,INSPECTED,Security,mid,3.29,spring
WO-02354,ASSET-356,LOC-30,FIRE-002,Detector false alarm,2024-03-26 03:00:00,2024-03-26 06:55:48,LF-190,Low,444.24,REPLACED,Lift,new,3.93,spring
WO-00538,ASSET-044,LOC-42,ELEC-015,Generator warning alarm,2024-03-26 03:00:00,2024-03-26 05:21:36,EL-499,High,410.36,REPLACED,Electrical,new,2.36,spring
WO-01138,ASSET-304,LOC-38,PARK-004,Barrier gate fault,2024-03-26 04:00:00,2024-03-26 08:36:36,HV-478,Critical,508.15,INSPECTED,HVAC,mid,4.61,spring
WO-00509,ASSET-132,LOC-13,WATR-006,Low pressure alert,2024-03-26 09:00:00,2024-03-26 13:04:12,SC-105,Low,360.03,,Security,old,4.07,spring
WO-03289,ASSET-118,LOC-18,ELEC-011,Lighting panel fault,2024-03-26 14:00:00,2024-03-26 15:42:36,BM-494,Critical,278.72,RESET,BMS,old,1.71,spring
WO-03496,ASSET-107,LOC-42,STRC-004,Ceiling tile leak stain,2024-03-26 15:00:00,2024-03-26 20:01:48,,Low,192.38,PATCHED,Fire,old,5.03,spring
WO-00993,ASSET-270,LOC-37,ROOF-003,Roof drain blockage,2024-03-26 18:00:00,2024-03-26 20:53:24,SC-895,Medium,370.93,RESET,Security,new,2.89,spring
WO-04462,ASSET-098,LOC-48,ROOF-003,Roof drain blockage,2024-03-26 22:00:00,2024-03-26 23:14:24,LF-880,Low,504.13,PATCHED,Lift,mid,1.24,spring
WO-03246,ASSET-435,LOC-25,SEC-004,Access reader failure,2024-03-26 22:00:00,2024-03-27 00:01:12,PL-564,Medium,451.54,REPLACED,Plumbing,new,2.02,spring
WO-00053,ASSET-006,LOC-06,PLMB-010,Restroom backup,2024-03-27 00:00:00,2024-03-27 01:56:24,PL-702,Medium,610.76,CLEANED,Plumbing,old,1.94,spring
WO-00988,ASSET-092,LOC-28,WATR-006,Low pressure alert,2024-03-27 01:00:00,2024-03-27 04:24:36,EL-643,High,317.52,,Electrical,new,3.41,spring
WO-03816,ASSET-246,LOC-16,BMS-009,Setpoint drift,2024-03-27 07:00:00,2024-03-27 09:54:36,PL-102,Critical,664.86,REPLACED,Plumbing,old,2.91,spring
WO-02713,ASSET-471,LOC-17,LIFT-002,Door malfunction,2024-03-27 15:00:00,2024-03-27 17:19:48,,Medium,480.7,PATCHED,Fire,new,2.33,spring
WO-00024,ASSET-003,LOC-03,HVAC-010,Airflow imbalance,2024-03-28 00:00:00,2024-03-28 03:01:12,LF-374,High,495.06,CLEANED,Lift,old,3.02,spring
WO-00340,ASSET-179,LOC-20,GEN-005,Furniture repair,2024-03-28 03:00:00,2024-03-28 09:18:00,EL-451,Critical,487.23,REPLACED,Electrical,old,6.3,spring
WO-04447,ASSET-235,LOC-03,HVAC-010,Airflow imbalance,2024-03-28 04:00:00,2024-03-28 07:39:36,,High,497.86,REPLACED,HVAC,new,3.66,spring
WO-03116,ASSET-470,LOC-17,CUST-001,Tenant comfort complaint,2024-03-28 04:00:00,2024-03-28 06:12:00,BM-862,Medium,425.47,RESET,BMS,mid,2.2,spring
WO-04583,ASSET-058,LOC-27,ELEC-011,Lighting panel fault,2024-03-28 09:00:00,2024-03-28 11:14:24,LF-176,Critical,376.64,INSPECTED,Lift,old,2.24,spring
WO-03581,ASSET-030,LOC-23,FIRE-006,Suppression valve issue,2024-03-28 18:00:00,2024-03-28 19:50:24,LF-265,Critical,150.42,RESET,Lift,mid,1.84,spring
WO-00034,ASSET-004,LOC-04,PLMB-003,Drain clog,2024-03-29 00:00:00,2024-03-29 02:17:24,BM-579,Medium,509.19,REPLACED,BMS,mid,2.29,spring
WO-03401,ASSET-235,LOC-42,FIRE-002,Detector false alarm,2024-03-29 01:00:00,2024-03-29 03:46:12,SC-254,Critical,200.83,PATCHED,Security,new,2.77,spring
WO-04619,ASSET-467,LOC-26,WATR-002,Pump cavitation,2024-03-29 02:00:00,2024-03-29 03:47:24,HV-427,Critical,487.63,REPLACED,HVAC,new,1.79,spring
WO-04871,ASSET-329,LOC-34,LIFT-005,Cabin leveling fault,2024-03-29 05:00:00,2024-03-29 10:18:00,,Medium,679.08,PATCHED,Lift,new,5.3,spring
WO-03479,ASSET-140,LOC-04,STRC-004,Ceiling tile leak stain,2024-03-29 07:00:00,2024-03-29 10:02:24,BM-970,Medium,255.12,REPLACED,BMS,new,3.04,spring
WO-02829,ASSET-230,LOC-18,LIFT-005,Cabin leveling fault,2024-03-29 11:00:00,2024-03-29 14:30:00,SC-332,Medium,495.13,REPLACED,Security,old,3.5,spring
WO-01632,ASSET-008,LOC-50,STRC-004,Ceiling tile leak stain,2024-03-29 12:00:00,2024-03-29 16:37:48,FR-443,Critical,538.61,RESET,Fire,old,4.63,spring
WO-00621,ASSET-361,LOC-39,FIRE-002,Detector false alarm,2024-03-29 13:00:00,2024-03-29 15:29:24,EL-706,Critical,240.36,,Electrical,mid,2.49,spring
WO-01435,ASSET-043,LOC-16,ELEC-015,Generator warning alarm,2024-03-29 15:00:00,2024-03-29 18:57:00,PL-841,Low,537.09,INSPECTED,Plumbing,mid,3.95,spring
WO-03843,ASSET-419,LOC-28,ELEC-007,Circuit trip,2024-03-29 17:00:00,2024-03-29 20:05:24,EL-837,Medium,355.18,RESET,Electrical,new,3.09,spring
WO-00063,ASSET-007,LOC-07,ELEC-007,Circuit trip,2024-03-30 00:00:00,2024-03-30 03:00:00,EL-512,Medium,681.06,REPLACED,Electrical,mid,3.0,spring
WO-00602,ASSET-092,LOC-11,PLMB-003,Drain clog,2024-03-30 01:00:00,2024-03-30 03:52:12,SC-788,High,540.02,,Security,old,2.87,spring
WO-01653,ASSET-091,LOC-30,IT-005,UPS battery alert,2024-03-30 01:00:00,2024-03-30 03:12:00,FR-492,Low,356.04,,Fire,old,2.2,spring
WO-01026,ASSET-316,LOC-27,HVAC-010,Airflow imbalance,2024-03-30 03:00:00,2024-03-30 05:36:00,HV-206,Critical,579.45,,HVAC,old,2.6,spring
WO-00920,ASSET-380,LOC-38,HVAC-010,Airflow imbalance,2024-03-30 03:00:00,2024-03-30 05:03:36,FR-292,Low,527.81,,Fire,mid,2.06,spring
WO-00328,ASSET-286,LOC-36,FIRE-006,Suppression valve issue,2024-03-30 05:00:00,2024-03-30 10:22:12,GN-624,Critical,243.4,RESET,General,new,5.37,spring
WO-03328,ASSET-266,LOC-17,HVAC-004,Compressor short cycling,2024-03-30 14:00:00,2024-03-30 18:13:12,EL-532,Low,614.33,INSPECTED,Electrical,old,4.22,spring
WO-04639,ASSET-169,LOC-24,ELEC-015,Generator warning alarm,2024-03-30 17:00:00,2024-03-30 18:30:36,SC-981,Low,421.59,INSPECTED,Security,new,1.51,spring
WO-00258,ASSET-342,LOC-23,LAND-002,Landscape irrigation issue,2024-03-30 21:00:00,2024-03-31 01:13:48,FR-826,Low,475.14,,Fire,old,4.23,spring
WO-00702,ASSET-213,LOC-12,FIRE-006,Suppression valve issue,2024-03-31 00:00:00,2024-03-31 02:29:24,BM-669,Critical,493.95,,BMS,new,2.49,spring
WO-04530,ASSET-173,LOC-20,PLMB-003,Drain clog,2024-03-31 01:00:00,2024-03-31 02:45:00,EL-814,Critical,683.32,INSPECTED,Electrical,mid,1.75,spring
WO-00639,ASSET-351,LOC-41,BMS-009,Setpoint drift,2024-03-31 07:00:00,2024-03-31 09:06:36,PL-652,High,525.93,,Plumbing,new,2.11,spring
WO-02462,ASSET-125,LOC-40,HVAC-010,Airflow imbalance,2024-03-31 18:00:00,2024-03-31 21:46:12,BM-820,Low,364.2,INSPECTED,BMS,new,3.77,spring
WO-02556,ASSET-270,LOC-45,GEN-005,Furniture repair,2024-03-31 18:00:00,2024-03-31 20:34:48,LF-827,Low,412.19,INSPECTED,Lift,old,2.58,spring
WO-02037,ASSET-252,LOC-19,PLMB-003,Drain clog,2024-03-31 18:00:00,2024-03-31 21:19:12,HV-734,Medium,395.81,RESET,HVAC,mid,3.32,spring
WO-04676,ASSET-003,LOC-12,ELEC-007,Circuit trip,2024-03-31 22:00:00,2024-03-31 22:33:36,HV-699,High,410.57,RESET,HVAC,new,0.56,spring
WO-00407,ASSET-229,LOC-01,STRC-004,Ceiling tile leak stain,2024-03-31 22:00:00,2024-04-01 01:39:00,FR-371,Medium,480.68,REPLACED,Fire,old,3.65,spring
WO-00094,ASSET-010,LOC-10,LIFT-002,Door malfunction,2024-04-01 00:00:00,2024-04-01 02:36:36,HV-315,Medium,744.9,REPLACED,HVAC,mid,2.61,spring
WO-04691,ASSET-116,LOC-15,FIRE-002,Detector false alarm,2024-04-01 00:00:00,2024-04-01 03:12:00,GN-318,Medium,587.84,INSPECTED,General,mid,3.2,spring
WO-01010,ASSET-133,LOC-31,PLMB-010,Restroom backup,2024-04-01 02:00:00,2024-04-01 03:22:12,GN-362,Critical,599.63,REPLACED,General,new,1.37,spring
WO-02026,ASSET-336,LOC-29,IT-005,UPS battery alert,2024-04-01 06:00:00,2024-04-01 08:46:48,HV-275,Medium,420.83,RESET,HVAC,new,2.78,spring
WO-03549,ASSET-482,LOC-09,WATR-002,Pump cavitation,2024-04-01 10:00:00,2024-04-01 14:52:48,PL-389,Medium,451.52,INSPECTED,Plumbing,old,4.88,spring
WO-00759,ASSET-008,LOC-46,PLMB-010,Restroom backup,2024-04-01 11:00:00,2024-04-01 15:55:12,PL-638,Critical,472.85,INSPECTED,Plumbing,old,4.92,spring
WO-01835,ASSET-241,LOC-20,STRC-004,Ceiling tile leak stain,2024-04-01 13:00:00,2024-04-01 16:30:36,PL-487,Low,204.63,REPLACED,Plumbing,old,3.51,spring
WO-04845,ASSET-205,LOC-06,GEN-005,Furniture repair,2024-04-01 13:00:00,2024-04-01 17:17:24,FR-304,Low,437.31,INSPECTED,Fire,old,4.29,spring
WO-01471,ASSET-118,LOC-18,ELEC-015,Generator warning alarm,2024-04-01 13:00:00,2024-04-01 16:39:36,FR-475,High,731.14,INSPECTED,Fire,new,3.66,spring
WO-04658,ASSET-314,LOC-13,FIRE-006,Suppression valve issue,2024-04-01 17:00:00,2024-04-01 20:45:36,EL-166,Low,439.31,INSPECTED,Electrical,mid,3.76,spring
WO-04982,ASSET-188,LOC-27,ELEC-007,Circuit trip,2024-04-01 22:00:00,2024-04-02 02:04:48,SC-417,Low,341.93,REPLACED,Security,old,4.08,spring
WO-00596,ASSET-368,LOC-47,LIFT-005,Cabin leveling fault,2024-04-02 08:00:00,2024-04-02 09:28:48,EL-226,Low,556.75,RESET,Electrical,old,1.48,spring
WO-01365,ASSET-104,LOC-48,CUST-001,Tenant comfort complaint,2024-04-02 10:00:00,2024-04-02 13:28:12,FR-254,Medium,391.81,PATCHED,Fire,new,3.47,spring
WO-02284,ASSET-171,LOC-34,CUST-001,Tenant comfort complaint,2024-04-02 11:00:00,2024-04-02 16:31:48,EL-387,Low,180.18,INSPECTED,Electrical,new,5.53,spring
WO-00190,ASSET-228,LOC-11,PLMB-003,Drain clog,2024-04-02 13:00:00,2024-04-02 18:17:24,PL-810,High,346.77,RESET,Plumbing,new,5.29,spring
WO-00449,ASSET-464,LOC-17,HVAC-010,Airflow imbalance,2024-04-02 16:00:00,2024-04-02 20:49:12,PL-759,Medium,350.99,INSPECTED,Plumbing,mid,4.82,spring
WO-00518,ASSET-178,LOC-18,LIFT-002,Door malfunction,2024-04-02 17:00:00,2024-04-02 17:30:00,FR-331,Medium,361.69,INSPECTED,Fire,mid,0.5,spring
WO-00229,ASSET-237,LOC-38,WATR-006,Low pressure alert,2024-04-02 19:00:00,2024-04-02 23:36:00,SC-667,Low,284.69,INSPECTED,Security,old,4.6,spring
WO-04244,ASSET-313,LOC-36,PLMB-010,Restroom backup,2024-04-02 20:00:00,2024-04-02 23:25:48,SC-109,Critical,539.02,,Security,mid,3.43,spring
WO-01975,ASSET-122,LOC-50,CUST-001,Tenant comfort complaint,2024-04-03 02:00:00,2024-04-03 04:47:24,GN-755,Medium,315.79,INSPECTED,General,mid,2.79,spring
WO-04414,ASSET-427,LOC-04,ROOF-003,Roof drain blockage,2024-04-03 09:00:00,2024-04-03 11:10:48,EL-956,Medium,85.0,,Electrical,mid,2.18,spring
WO-01562,ASSET-462,LOC-04,PLMB-003,Drain clog,2024-04-03 18:00:00,2024-04-03 22:55:48,EL-335,Low,314.96,,Electrical,mid,4.93,spring
WO-01718,ASSET-479,LOC-11,STRC-004,Ceiling tile leak stain,2024-04-03 20:00:00,2024-04-03 23:50:24,PL-623,Critical,413.55,,Plumbing,mid,3.84,spring
WO-04767,ASSET-411,LOC-24,ROOF-003,Roof drain blockage,2024-04-03 23:00:00,2024-04-04 01:07:48,BM-614,Low,278.26,INSPECTED,BMS,new,2.13,spring
WO-04821,ASSET-151,LOC-15,HVAC-001,Cooling failure,2024-04-04 01:00:00,2024-04-04 03:39:36,BM-115,Low,514.17,REPLACED,BMS,mid,2.66,spring
WO-01772,ASSET-470,LOC-24,HVAC-001,Cooling failure,2024-04-04 02:00:00,2024-04-04 05:46:48,SC-406,Low,410.39,RESET,Security,old,3.78,spring
WO-02984,ASSET-252,LOC-19,GEN-005,Furniture repair,2024-04-04 09:00:00,2024-04-04 12:16:48,FR-827,High,442.04,PATCHED,Fire,new,3.28,spring
WO-04031,ASSET-012,LOC-46,PLMB-003,Drain clog,2024-04-04 09:00:00,2024-04-04 12:40:12,EL-944,Low,443.41,INSPECTED,Electrical,mid,3.67,spring
WO-02346,ASSET-197,LOC-26,ROOF-003,Roof drain blockage,2024-04-04 10:00:00,2024-04-04 12:04:12,EL-479,High,431.28,,Electrical,new,2.07,spring
WO-02043,ASSET-421,LOC-16,WATR-002,Pump cavitation,2024-04-04 12:00:00,2024-04-04 15:43:12,EL-242,Critical,333.34,REPLACED,Electrical,mid,3.72,spring
WO-03287,ASSET-197,LOC-12,LIFT-002,Door malfunction,2024-04-04 13:00:00,2024-04-04 16:44:24,EL-409,High,397.97,PATCHED,Electrical,mid,3.74,spring
WO-02813,ASSET-426,LOC-07,WATR-002,Pump cavitation,2024-04-04 16:00:00,2024-04-04 19:43:48,PL-934,Medium,344.08,PATCHED,Plumbing,mid,3.73,spring
WO-03886,ASSET-350,LOC-27,PARK-004,Barrier gate fault,2024-04-04 18:00:00,2024-04-04 20:24:36,HV-511,High,608.7,PATCHED,HVAC,mid,2.41,spring
WO-03232,ASSET-344,LOC-43,SEC-004,Access reader failure,2024-04-04 18:00:00,2024-04-04 20:57:36,FR-122,High,553.91,INSPECTED,Fire,mid,2.96,spring
WO-02047,ASSET-356,LOC-17,WATR-006,Low pressure alert,2024-04-04 21:00:00,2024-04-05 00:31:12,FR-437,Medium,590.16,,Fire,mid,3.52,spring
WO-01680,ASSET-330,LOC-37,IT-005,UPS battery alert,2024-04-05 00:00:00,2024-04-05 00:45:00,EL-271,High,356.4,RESET,Electrical,new,0.75,spring
WO-03884,ASSET-371,LOC-17,ELEC-015,Generator warning alarm,2024-04-05 02:00:00,2024-04-05 03:43:12,EL-218,Medium,538.71,PATCHED,Electrical,old,1.72,spring
WO-01278,ASSET-084,LOC-49,SEC-004,Access reader failure,2024-04-05 05:00:00,2024-04-05 09:41:24,PL-314,Low,506.75,INSPECTED,Plumbing,old,4.69,spring
WO-02815,ASSET-265,LOC-07,IT-005,UPS battery alert,2024-04-05 06:00:00,2024-04-05 09:42:00,PL-213,Low,498.46,PATCHED,Plumbing,new,3.7,spring
WO-01768,ASSET-460,LOC-36,HVAC-004,Compressor short cycling,2024-04-05 09:00:00,2024-04-05 12:54:36,LF-396,High,254.14,REPLACED,Lift,old,3.91,spring
WO-02178,ASSET-482,LOC-29,HVAC-001,Cooling failure,2024-04-05 10:00:00,2024-04-05 11:15:36,LF-893,Low,438.63,RESET,Lift,mid,1.26,spring
WO-00522,ASSET-039,LOC-36,STRC-004,Ceiling tile leak stain,2024-04-05 12:00:00,2024-04-05 14:33:00,FR-282,Critical,497.63,PATCHED,Fire,mid,2.55,spring
WO-02574,ASSET-261,LOC-12,STRC-001,Door closer failure,2024-04-05 21:00:00,2024-04-06 01:21:36,HV-494,Low,359.22,RESET,HVAC,new,4.36,spring
WO-00358,ASSET-436,LOC-05,BMS-003,Sensor communication fault,2024-04-05 23:00:00,2024-04-06 02:10:48,FR-914,Critical,532.27,REPLACED,Fire,mid,3.18,spring
WO-03684,ASSET-396,LOC-44,STRC-004,Ceiling tile leak stain,2024-04-06 01:00:00,2024-04-06 03:57:00,LF-356,Low,482.18,PATCHED,Lift,mid,2.95,spring
WO-00933,ASSET-248,LOC-42,PLMB-010,Restroom backup,2024-04-06 18:00:00,2024-04-06 20:22:12,SC-819,Critical,457.01,PATCHED,Security,old,2.37,spring
WO-04874,ASSET-104,LOC-38,LAND-002,Landscape irrigation issue,2024-04-07 01:00:00,2024-04-07 03:36:00,BM-580,Low,555.76,RESET,BMS,old,2.6,spring
WO-04883,ASSET-092,LOC-37,ELEC-007,Circuit trip,2024-04-07 07:00:00,2024-04-07 11:51:00,FR-389,High,331.29,INSPECTED,Fire,mid,4.85,spring
WO-04968,ASSET-195,LOC-44,FIRE-006,Suppression valve issue,2024-04-07 08:00:00,2024-04-07 10:18:00,PL-405,Low,539.54,PATCHED,Plumbing,mid,2.3,spring
WO-02213,ASSET-134,LOC-18,PARK-004,Barrier gate fault,2024-04-07 10:00:00,2024-04-07 11:48:00,GN-835,Critical,272.29,PATCHED,General,new,1.8,spring
WO-01396,ASSET-320,LOC-21,IT-005,UPS battery alert,2024-04-07 12:00:00,2024-04-07 12:49:48,EL-183,Critical,700.42,INSPECTED,Electrical,old,0.83,spring
WO-03742,ASSET-319,LOC-05,LIFT-002,Door malfunction,2024-04-07 20:00:00,2024-04-07 20:30:00,LF-131,Medium,458.55,REPLACED,Lift,new,0.5,spring
WO-03127,ASSET-247,LOC-19,STRC-001,Door closer failure,2024-04-07 21:00:00,2024-04-07 23:13:48,HV-828,Low,441.87,PATCHED,HVAC,mid,2.23,spring
WO-04716,ASSET-145,LOC-44,LIFT-005,Cabin leveling fault,2024-04-08 01:00:00,2024-04-08 03:12:00,HV-869,High,421.14,,HVAC,mid,2.2,spring
WO-01205,ASSET-391,LOC-09,PLMB-007,Pipe leak,2024-04-08 12:00:00,2024-04-08 16:39:36,FR-509,High,412.8,PATCHED,Fire,old,4.66,spring
WO-04896,ASSET-063,LOC-12,PARK-004,Barrier gate fault,2024-04-08 21:00:00,2024-04-08 23:30:36,GN-167,Medium,645.14,,General,new,2.51,spring
WO-02334,ASSET-324,LOC-34,WATR-006,Low pressure alert,2024-04-09 01:00:00,2024-04-09 03:01:48,SC-427,Critical,231.55,PATCHED,Security,new,2.03,spring
WO-02941,ASSET-467,LOC-45,HVAC-010,Airflow imbalance,2024-04-09 03:00:00,2024-04-09 04:45:36,HV-630,High,453.38,RESET,HVAC,old,1.76,spring
WO-01139,ASSET-175,LOC-04,LIFT-002,Door malfunction,2024-04-09 07:00:00,2024-04-09 07:30:00,GN-677,Critical,294.44,PATCHED,General,mid,0.5,spring
WO-04353,ASSET-167,LOC-36,WATR-006,Low pressure alert,2024-04-09 19:00:00,2024-04-09 21:57:36,SC-866,High,550.6,RESET,Security,new,2.96,spring
WO-01699,ASSET-230,LOC-07,STRC-004,Ceiling tile leak stain,2024-04-09 23:00:00,2024-04-10 01:52:12,FR-251,Low,174.2,RESET,Fire,mid,2.87,spring
WO-03143,ASSET-061,LOC-02,ELEC-015,Generator warning alarm,2024-04-10 04:00:00,2024-04-10 07:12:36,EL-993,Critical,558.33,REPLACED,Electrical,mid,3.21,spring
WO-03449,ASSET-426,LOC-15,PARK-004,Barrier gate fault,2024-04-10 06:00:00,2024-04-10 06:37:48,BM-751,Medium,85.0,,BMS,new,0.63,spring
WO-04216,ASSET-304,LOC-12,SEC-004,Access reader failure,2024-04-10 12:00:00,2024-04-10 15:30:36,FR-514,Critical,366.59,,Fire,mid,3.51,spring
WO-03896,ASSET-298,LOC-21,IT-005,UPS battery alert,2024-04-10 13:00:00,2024-04-10 17:54:00,BM-109,Critical,599.36,RESET,BMS,mid,4.9,spring
WO-01308,ASSET-495,LOC-49,PLMB-003,Drain clog,2024-04-10 18:00:00,2024-04-10 20:07:12,PL-344,High,765.39,,Plumbing,old,2.12,spring
WO-04160,ASSET-469,LOC-14,WATR-006,Low pressure alert,2024-04-11 09:00:00,2024-04-11 10:40:12,EL-820,Critical,260.17,RESET,Electrical,new,1.67,spring
WO-03420,ASSET-190,LOC-29,STRC-004,Ceiling tile leak stain,2024-04-11 12:00:00,2024-04-11 15:52:12,BM-768,Critical,751.37,INSPECTED,BMS,old,3.87,spring
WO-03678,ASSET-241,LOC-34,ELEC-007,Circuit trip,2024-04-11 13:00:00,2024-04-11 14:58:12,SC-171,Critical,348.41,PATCHED,Security,new,1.97,spring
WO-04045,ASSET-071,LOC-07,ROOF-003,Roof drain blockage,2024-04-11 16:00:00,2024-04-11 19:23:24,SC-103,Critical,223.76,REPLACED,Security,mid,3.39,spring
WO-04795,ASSET-385,LOC-09,CUST-001,Tenant comfort complaint,2024-04-12 00:00:00,2024-04-12 03:11:24,EL-235,Low,569.35,REPLACED,Electrical,old,3.19,spring
WO-00912,ASSET-372,LOC-09,BMS-003,Sensor communication fault,2024-04-12 00:00:00,2024-04-12 03:15:00,SC-126,Low,573.72,,Security,mid,3.25,spring
WO-02222,ASSET-284,LOC-22,LIFT-005,Cabin leveling fault,2024-04-12 03:00:00,2024-04-12 08:03:36,BM-674,Low,398.38,PATCHED,BMS,new,5.06,spring
WO-00420,ASSET-403,LOC-19,WATR-002,Pump cavitation,2024-04-12 03:00:00,2024-04-12 07:46:48,PL-988,High,85.0,INSPECTED,Plumbing,mid,4.78,spring
WO-02304,ASSET-324,LOC-03,LIFT-005,Cabin leveling fault,2024-04-12 10:00:00,2024-04-12 13:36:00,FR-797,High,490.03,INSPECTED,Fire,old,3.6,spring
WO-01280,ASSET-429,LOC-05,LIFT-008,Control panel reset,2024-04-12 11:00:00,2024-04-12 13:58:12,BM-544,High,587.3,REPLACED,BMS,old,2.97,spring
WO-02152,ASSET-011,LOC-06,SEC-008,Camera offline,2024-04-12 16:00:00,2024-04-12 17:33:00,GN-955,Critical,246.77,,General,old,1.55,spring
WO-03622,ASSET-123,LOC-11,ELEC-007,Circuit trip,2024-04-12 16:00:00,2024-04-12 18:45:00,SC-807,Medium,341.85,,Security,old,2.75,spring
WO-02684,ASSET-179,LOC-40,HVAC-010,Airflow imbalance,2024-04-13 00:00:00,2024-04-13 05:49:48,GN-794,Low,289.71,RESET,General,new,5.83,spring
WO-01275,ASSET-400,LOC-09,SEC-008,Camera offline,2024-04-13 00:00:00,2024-04-13 05:39:36,HV-653,High,529.18,RESET,HVAC,mid,5.66,spring
WO-04095,ASSET-054,LOC-21,GEN-001,General handyman request,2024-04-13 13:00:00,2024-04-13 15:31:48,FR-717,High,286.86,REPLACED,Fire,mid,2.53,spring
WO-00054,ASSET-006,LOC-06,PLMB-010,Restroom backup,2024-04-14 00:00:00,2024-04-14 01:55:48,PL-325,High,604.74,RESET,Plumbing,old,1.93,spring
WO-02806,ASSET-338,LOC-24,LIFT-008,Control panel reset,2024-04-14 05:00:00,2024-04-14 08:46:48,PL-631,Low,208.16,PATCHED,Plumbing,new,3.78,spring
WO-03102,ASSET-140,LOC-28,HVAC-004,Compressor short cycling,2024-04-14 08:00:00,2024-04-14 10:22:12,LF-677,High,291.77,PATCHED,Lift,mid,2.37,spring
WO-04180,ASSET-250,LOC-24,PLMB-007,Pipe leak,2024-04-14 12:00:00,2024-04-14 16:07:48,SC-144,Low,485.09,PATCHED,Security,mid,4.13,spring
WO-01915,ASSET-165,LOC-17,STRC-001,Door closer failure,2024-04-14 15:00:00,2024-04-14 19:17:24,GN-523,Low,412.02,,General,old,4.29,spring
WO-04245,ASSET-470,LOC-01,GEN-005,Furniture repair,2024-04-14 19:00:00,2024-04-14 22:20:24,GN-987,Critical,153.86,,General,new,3.34,spring
WO-02386,ASSET-178,LOC-43,PLMB-003,Drain clog,2024-04-14 22:00:00,2024-04-15 00:10:48,LF-130,High,563.97,REPLACED,Lift,mid,2.18,spring
WO-04543,ASSET-062,LOC-23,PARK-004,Barrier gate fault,2024-04-14 23:00:00,2024-04-15 02:19:48,PL-372,High,241.1,,Plumbing,old,3.33,spring
